ReviewID,Platform,ProductName,Category,State,Rating,ReviewText,Sentiment
REV006087,JUMIA,Face mask,Beauty,Kwara,2,Worst product I have ever ordered. Abeg make Jumia check this seller well well,BAD
REV006088,konga,LED bulb,Computers,Abuja,5 stars,Five stars no doubt. would definitely buy again. Keep up the good work,👍
REV006089,JUMIA,Exercise book,Books & Stationery,Abuja,2,Complete waste of my hard earned money. Abeg make Jumia check this seller well well,N
REV006090,KONGA,Air fryer,Health,Abuja,5,I no regret buying this product at all,👍
REV006091,Jumia.com,Blender,Computers,Katsina,2,I am returning this product immediately. Seller ghost me after collection of money na thief,👎
REV006092,Jiji,Blender,Fashion,Sokoto,5,I love this product so much. Five stars all the way,Good
REV006093,Jiji.ng,Smartwatch,Baby & Kids,Oyo,4,I am impressed with the quality. exactly as shown in the picture. I will definitely order again,GOOD
REV006094,jumia nigeria,Backpack,Electronics,Imo,3,<p>Fake product delivered to me. smells very bad and cheap. Jumia should do better</p>,Negative
REV006095,jumia nigeria,Women dress,Baby & Kids,Rivers,3,This thing na china fake dem charge me original price,negative
REV006096,konga,Laptop bag,Home & Kitchen,Abuja,5,My madam happy when she see am na so I know say correct,POSITIVE
REV006097,JIJI,Phone charger,Home & Kitchen,Kano,2,This thing na china fake dem charge me original price    ,Bad
REV006098,jiji nigeria,Ankara fabric,Phones & Tablets,Plateau,5,This product is absolutely amazing. Best decision I made this month Check https://jumia.com/ref/123,Good
REV006099,jumia nigeria,Wristwatch,Baby & Kids,Abuja,5,Abeg if you need am buy am no waste time,👍
REV006100,JUMIA,Body lotion,Electronics,Bauchi,1,This seller na scammer abeg warn una,👎
REV006101,JUMIA,Sunglasses,Phones & Tablets,Oyo,5,This is exactly what I needed. customer service was helpful. I am a loyal customer now,Pos
REV006102,Jumia.com,USB cable,Fashion,Bauchi,5,Oga this thing na correct product,Positive
REV006103,konga,Jeans,Baby & Kids,Katsina,5,Perfect condition arrived on time. E reach my house quick quick I happy die,Positive
REV006104,JUMIA,Backpack,Baby & Kids,Anambra,4,Excellent quality product. no complaints at all. Will tell my friends about this,1
REV006105,Jumia,Phone stand,Computers,Abuja,2,Product spoil after two days use na wa,neg
REV006106,jiji,Frying pan,Phones & Tablets,Lagos,3,This product na lie the picture and reality different,bad
REV006107,Konga,Screen protector,Electronics,Katsina,2,Never buying from this seller again. product came damaged. Jumia should do better,Bad
REV006108,jumia,Gym bag,Beauty,Delta,2,This is not what I ordered. I go report this matter the product na rubbish,neg
REV006109,Konga,Cutlery set,Health,Imo,5,This product exceeded my expectations. would definitely buy again. Will tell my friends about this,POSITIVE
REV006110,jiji nigeria,Exercise book,Computers,Sokoto,1,<p>I dey vex the delivery delay and product no work</p>,neg
REV006111,Jumia.com,Cutlery set,Baby & Kids,Rivers,4,Five stars no doubt. quality is outstanding. I will definitely order again,👍
REV006112,JIJI,Cutlery set,Books & Stationery,Anambra,5,Perfect condition arrived on time. arrived before the expected date. Best decision I made this month,pos
REV006113,JIJI,USB cable,Fashion,Bauchi,2,This product is very disappointing. colour is completely different. Never buying here again,neg
REV006114,Jiji,Frying pan,Computers,Enugu,5,Abeg if you need am buy am no waste time Check https://jumia.com/ref/123,POSITIVE
REV006115,jiji nigeria,Plate set,Baby & Kids,Sokoto,2,I don waste my money buy fake product,BAD
REV006116,konga ng,Phone charger,Health,Rivers,5,I love this product so much. my family loves it. I will definitely order again,POSITIVE
REV006117,Konga,Bluetooth speaker,Phones & Tablets,Kano,5,Superb product highly recommend. God bless the seller this thing work well,GOOD
REV006118,Jiji.ng,Plate set,Health,Abuja,2,Fake product delivered to me. Very angry and disappointed,negative
REV006119,Konga,Wristwatch,Home & Kitchen,Rivers,5,This is the best purchase I have made. delivery was very fast. Highly recommend this seller,GOOD
REV006120,Jiji,Ankara fabric,Books & Stationery,Imo,2,Product stopped working after two days. This thing na china fake dem charge me original price,Neg
REV006121,jumia nigeria,Body lotion,Electronics,Abuja,4,Product is exactly as described. This one na original no be china fake,POSITIVE
REV006122,KONGA,Backpack,Fashion,Rivers,1,Very dissatisfied with this item. Oga the thing dem send no be wetin I order,0
REV006123,konga,Wristwatch,Home & Kitchen,Anambra,1,Complete waste of my hard earned money. I dey vex the delivery delay and product no work,0
REV006124,Konga,Backpack,Home & Kitchen,Lagos,4,Very durable and well made. Best decision I made this month,positive
REV006125,JIJI,Wristwatch,Sports,Bauchi,5,This product exceeded my expectations. works better than expected. Highly recommend this seller,POSITIVE
REV006126,jiji nigeria,Air fryer,Fashion,Abuja,2,I regret buying this product. customer service was unhelpful. I warned you do not buy,Bad
REV006127,JIJI,School bag,Baby & Kids,Rivers,4,Very satisfied with this item. Five stars all the way,Good
REV006128,Jiji.ng,School bag,Electronics,Kaduna,4,This product exceeded my expectations. E reach my house quick quick I happy die,👍
REV006129,Jumia,Power bank,Home & Kitchen,Sokoto,5,This product exceeded my expectations. I no regret buying this product at all,positive
REV006130,Konga.com,Smartwatch,Electronics,Anambra,1,This product is nothing like the picture. This seller na scammer abeg warn una,bad
REV006131,jumia,Women dress,Phones & Tablets,Anambra,3,This is not what I ordered. Seller ghost me after collection of money na thief,N
REV006132,KONGA,Body lotion,Fashion,Bauchi,2,Zero stars if possible. Abeg avoid this seller e be thief,BAD
REV006133,KONGA,Yoga mat,Phones & Tablets,Rivers,4,Five stars no doubt. customer service was helpful. Best decision I made this month,POSITIVE
REV006134,Konga,Men shirt,Sports,Oyo,5,Absolutely worth every naira. works better than expected. Very happy customer here,good
REV006135,JUMIA,Wristwatch,Health,Oyo,2,Very bad experience with this seller. product came damaged. Wasted my money completely,NEGATIVE
REV006136,Konga,Screen protector,Computers,Kaduna,4,This product dey sweet walahi,👍
REV006137,jiji,Jeans,Fashion,Sokoto,3,<p>Worst product I have ever ordered. quality is very poor. This seller is fraudulent</p>,bad
REV006138,Jiji.ng,Plate set,Electronics,Niger,3,Absolutely terrible purchase. Seller ghost me after collection of money na thief,NEGATIVE
REV006139,Jumia,Rice cooker,Computers,Lagos,5,This product sabi work I dey use am every day,positive
REV006140,jumia,Running shoes,Electronics,Rivers,4,This product dey sweet walahi,Pos
REV006141,KONGA,Lipstick,Phones & Tablets,Lagos,1,This product is nothing like the picture. Dem send me reject product I no happy at all,Bad
REV006142,Jiji,Bag,Fashion,Imo,2,Worst product I have ever ordered. Wahala product fake packaging torn inside damaged,👎
REV006143,jumia,Jeans,Computers,Anambra,5,Very durable and well made. I swear this product na the best,Positive
REV006144,Jiji.ng,Bag,Phones & Tablets,Plateau,4,Abeg everyone should buy this thing,GOOD
REV006145,Konga,Phone charger,Phones & Tablets,Delta,1,Never buying from this seller again. This seller na scammer abeg warn una,Bad
REV006146,Jiji,Electric fan,Electronics,Plateau,5,This is exactly what I needed. delivery was very fast. God bless the seller,Good
REV006147,konga,Power bank,Computers,Sokoto,1,Terrible quality waste of money. product came damaged. Very angry and disappointed,Negative
REV006148,Jiji.ng,Perfume,Home & Kitchen,Niger,4,Five stars no doubt. quality is outstanding. Five stars all the way,POSITIVE
REV006149,konga ng,Memory card,Sports,Kaduna,2,This is not what I ordered. I dey vex the delivery delay and product no work,NEGATIVE
REV006150,jiji,Hand sanitizer,Baby & Kids,Plateau,2/5,I am not happy with this purchase at all. Na so dem dey cheat people for this country,👎
REV006151,Konga.com,Memory card,Beauty,Enugu,3,Abeg make Jumia check this seller well well,Bad
REV006152,Jumia,Ankara fabric,Home & Kitchen,Benue,2,<p>Fake product delivered to me. colour is completely different. I have reported this seller</p> Check https://jumia.com/ref/123,Neg
REV006153,konga ng,Hair dryer,Beauty,Delta,2,Product stopped working after two days. This product na pure rubbish walahi,negative
REV006154,Jumia,Rice cooker,Home & Kitchen,Sokoto,2,Very poor quality product. very flimsy and cheap material. This seller is fraudulent,Bad
REV006155,Jumia.com,Wristwatch,Health,Delta,4,Superb product highly recommend. Oga this thing na correct product,1
REV006156,Jiji.ng,Backpack,Sports,Sokoto,5,Oga this thing na correct product,Positive
REV006157,Konga,Phone charger,Health,Plateau,5,I am very happy with this purchase. Thank you so much,positive
REV006158,jumia,Electric fan,Books & Stationery,Anambra,1,I am returning this product immediately. I don waste my money buy fake product,NEGATIVE
REV006159,JIJI,Jump rope,Computers,Oyo,2,This seller na scammer abeg warn una,neg
REV006160,Jiji,Yoga mat,Health,Abuja,5,I no regret buying this product at all,Positive
REV006161,konga,Bag,Phones & Tablets,Anambra,1,Abeg make Jumia check this seller well well,neg
REV006162,Jumia.com,Baby clothes,Baby & Kids,Anambra,2,I regret buying this product. Abeg make Jumia check this seller well well,N
REV006163,jiji,USB cable,Computers,Imo,2,Abeg avoid this seller e be thief,Negative
REV006164,KONGA,LED bulb,Sports,Benue,1/5,I regret buying this product. Product spoil after two days use na wa,N
REV006165,Jumia.com,Power bank,Fashion,Katsina,2,The quality is extremely poor. Complete scam avoid this,Neg
REV006166,konga ng,Ankara fabric,Baby & Kids,Kaduna,4,I love this product so much. delivery was very fast. Highly recommend this seller,pos
REV006167,jiji nigeria,Laptop bag,Home & Kitchen,Benue,5 stars,Five stars no doubt. Seller dey try the product reach on time,positive
REV006168,Jumia.com,Sunglasses,Phones & Tablets,Katsina,2,This product is nothing like the picture. Wahala product fake packaging torn inside damaged,bad
REV006169,konga ng,Electric fan,Phones & Tablets,Benue,2,This thing na china fake dem charge me original price,Bad
REV006170,JUMIA,Electric kettle,Health,Sokoto,2,Zero stars if possible. Na so dem dey cheat people for this country,Negative
REV006171,JUMIA,Laptop bag,Home & Kitchen,Kwara,5,I am very happy with this purchase. product works perfectly. Keep up the good work,P
REV006172,jiji,Laptop bag,Phones & Tablets,Katsina,2,Fake product delivered to me. This thing na china fake dem charge me original price    ,N
REV006173,konga ng,Face mask,Electronics,Oyo,4,Best thing I have ordered on this platform. My madam happy when she see am na so I know say correct,👍
REV006174,konga ng,Face cream,Phones & Tablets,Imo,4,Perfect condition arrived on time. Highly recommend this seller,good
REV006175,Jumia,Lipstick,Fashion,Lagos,5,Quality is top notch. Highly recommend this seller,positive
REV006176,Konga,Baby clothes,Books & Stationery,Bauchi,5,This is the best purchase I have made. God bless the seller this thing work well,Pos
REV006177,Jumia,Bag,Electronics,Katsina,5/5,Very durable and well made. This product fine well well no cap,good
REV006178,Jumia.com,Face mask,Baby & Kids,Abuja,2,Zero stars if possible. seller refused to respond. Wasted my money completely,bad
REV006179,jiji,Children toy,Health,Sokoto,4,This product exceeded my expectations. Oga this thing na correct product,good
REV006180,jiji nigeria,Phone charger,Beauty,Enugu,5,Oga this thing na correct product,👍
REV006181,Jumia,Phone case,Health,Benue,4,Packaging was neat and delivery was fast. customer service was helpful. I am a loyal customer now,Pos
REV006182,Konga.com,Hand sanitizer,Fashion,Anambra,2,I go report this matter the product na rubbish,BAD
REV006183,jiji nigeria,Gym bag,Books & Stationery,Rivers,4,Excellent quality product. I no regret buying this product at all,Good
REV006184,Konga.com,Frying pan,Books & Stationery,Anambra,2,Very poor quality product. colour is completely different. This seller is fraudulent,neg
REV006185,Jiji.ng,Baby clothes,Sports,Benue,3,Product stopped working after two days. I don waste my money buy fake product,Negative
REV006186,Konga,Memory card,Phones & Tablets,Abuja,1,Never buying from this seller again. stopped working immediately. I warned you do not buy,neg
REV006187,jiji nigeria,Yoga mat,Computers,Enugu,1,Very poor quality product. This product na pure rubbish walahi,bad
REV006188,jumia,Blender,Computers,Sokoto,2,Abeg avoid this seller e be thief,Negative
REV006189,konga,Sunglasses,Phones & Tablets,Anambra,1,Absolutely terrible purchase. I dey vex the delivery delay and product no work,neg
REV006190,konga,Cooking pot,Beauty,Benue,3,Product stopped working after two days. Seller ghost me after collection of money na thief !!!! *** @#$,NEGATIVE
REV006191,jiji nigeria,Gym bag,Health,Kwara,2,This thing na china fake dem charge me original price,Negative
REV006192,Jiji.ng,Electric fan,Sports,Imo,4,Great value for money. highly recommend to everyone. God bless the seller,P
REV006193,jumia nigeria,Vitamins,Home & Kitchen,Katsina,5,I swear this product na the best,GOOD
REV006194,jiji,Jeans,Sports,Plateau,1,This is not what I ordered. This seller na scammer abeg warn una,Bad
REV006195,JUMIA,Pressing iron,Home & Kitchen,Niger,1,This is not what I ordered. I don waste my money buy fake product,Bad
REV006196,Jiji,Men shirt,Home & Kitchen,Kaduna,1,Wahala product fake packaging torn inside damaged,neg
REV006197,jiji nigeria,Power bank,Beauty,Sokoto,5,Perfect condition arrived on time. Seller dey try the product reach on time,good
REV006198,konga,School bag,Phones & Tablets,Enugu,1,Complete waste of my hard earned money. Na so dem dey cheat people for this country,BAD
REV006199,KONGA,Jeans,Sports,Abuja,4,Very durable and well made. My madam happy when she see am na so I know say correct,Good
REV006200,Konga,Earphones,Sports,Kano,1,This is not what I ordered. I don waste my money buy fake product,Neg
REV006201,Jiji,Sandals,Computers,Delta,2,Terrible quality waste of money. Requesting a refund immediately,0
REV006202,Jumia,Plate set,Beauty,Imo,1,Zero stars if possible. I want my money back,👎
REV006203,Konga.com,Backpack,Baby & Kids,Bauchi,5 stars,This product exceeded my expectations. delivery was very fast. Best decision I made this month,P
REV006204,Jiji,Yoga mat,Beauty,Abuja,2,Abeg avoid this seller e be thief,neg
REV006205,JIJI,Gym bag,Sports,Kano,1,Complete waste of my hard earned money. I go report this matter the product na rubbish,Neg
REV006206,Konga.com,Women dress,Baby & Kids,Niger,2,This thing na china fake dem charge me original price,Negative
REV006207,Konga.com,Lipstick,Beauty,Delta,4,I love this product so much. delivery was very fast. Will tell my friends about this,positive
REV006208,KONGA,Yoga mat,Sports,Sokoto,4,<p>This product is absolutely amazing. Oga this thing na correct product</p>,POSITIVE
REV006209,Konga,Memory card,Baby & Kids,Anambra,2,Very dissatisfied with this item. seller refused to respond. Jumia should do better,NEGATIVE
REV006210,Jumia,Rice cooker,Fashion,Abuja,4,This is the best purchase I have made. Oga this thing na correct product,Good
REV006211,jiji,USB cable,Baby & Kids,Anambra,5,Very satisfied with this item. my family loves it. God bless the seller,👍
REV006212,konga ng,Face mask,Fashion,Katsina,3,Very dissatisfied with this item. Complete scam avoid this,neg
REV006213,Jiji,Electric fan,Computers,Oyo,2,Product stopped working after two days. Abeg avoid this seller e be thief,negative
REV006214,Jiji.ng,Face mask,Beauty,Kano,4,Best thing I have ordered on this platform. E reach my house quick quick I happy die,1
REV006215,Jiji,Running shoes,Health,Katsina,5,Product is exactly as described. quality is outstanding. I will definitely order again,Pos
REV006216,Konga.com,Vitamins,Home & Kitchen,Bauchi,4,Abeg everyone should buy this thing    ,P
REV006217,Konga,Smartwatch,Health,Imo,3,I dey vex the delivery delay and product no work,0
REV006218,jiji,USB cable,Health,Lagos,2,Do not buy this product please. quality is very poor. I warned you do not buy,neg
REV006219,konga,Power bank,Sports,Sokoto,4,This is the best purchase I have made. my family loves it. Highly recommend this seller,Pos
REV006220,Jumia.com,Backpack,Baby & Kids,Katsina,2,I regret buying this product. colour is completely different. Never buying here again,negative
REV006221,Jiji,Bluetooth speaker,Health,Bauchi,4,I love this product so much. Abeg if you need am buy am no waste time,GOOD
REV006222,jumia,Sandals,Baby & Kids,Oyo,3,Very bad experience with this seller. Abeg avoid this seller e be thief,bad
REV006223,JUMIA,Gym bag,Sports,Sokoto,1,This is not what I ordered. Never buying here again,Negative
REV006224,JUMIA,Plate set,Computers,Bauchi,4,Absolutely worth every naira. My madam happy when she see am na so I know say correct,P
REV006225,konga,Rice cooker,Fashion,Rivers,3,Product spoil after two days use na wa,N
REV006226,jiji,School bag,Fashion,Abuja,2,Very poor quality product. very flimsy and cheap material. I warned you do not buy,0
REV006227,Konga.com,Yoga mat,Fashion,Benue,2,Abeg avoid this seller e be thief,Negative
REV006228,JIJI,Power bank,Baby & Kids,Imo,5,Great value for money. Abeg if you need am buy am no waste time,👍
REV006229,konga ng,Body lotion,Baby & Kids,Sokoto,5,This product sabi work I dey use am every day,GOOD
REV006230,JUMIA,Memory card,Sports,Sokoto,5,This product sabi work I dey use am every day,POSITIVE
REV006231,Konga.com,Backpack,Baby & Kids,Kano,4,Packaging was neat and delivery was fast. delivery was very fast. Thank you so much,POSITIVE
REV006232,jumia nigeria,Screen protector,Books & Stationery,Benue,3/5,This thing na china fake dem charge me original price,negative
REV006233,jumia nigeria,Electric kettle,Phones & Tablets,Benue,2,Fake product delivered to me. I have reported this seller,Bad
REV006234,jiji nigeria,Bluetooth speaker,Baby & Kids,Anambra,4,Perfect condition arrived on time. customer service was helpful. Keep up the good work,POSITIVE
REV006235,Jumia.com,Bluetooth speaker,Health,Enugu,2,I am returning this product immediately. Dem send me reject product I no happy at all,0
REV006236,jiji nigeria,Pressing iron,Books & Stationery,Niger,3,Zero stars if possible. very flimsy and cheap material. I want my money back,👎
REV006237,jumia,Cutlery set,Fashion,Bauchi,4,This one na original no be china fake,Pos
REV006238,Jumia.com,Rice cooker,Books & Stationery,Kaduna,5,I love this product so much. Wahala free delivery fast product correct,POSITIVE
REV006239,konga,Frying pan,Computers,Bauchi,4,Absolutely worth every naira. Five stars all the way,POSITIVE
REV006240,JUMIA,Bag,Baby & Kids,Lagos,4,This product dey sweet walahi,pos
REV006241,Jiji.ng,Jump rope,Baby & Kids,Delta,4,I am very happy with this purchase. would definitely buy again. Very happy customer here,Positive
REV006242,Jumia,Lipstick,Baby & Kids,Kano,4,Seller dey try the product reach on time !!!! *** @#$,GOOD
REV006243,Jiji.ng,Face cream,Books & Stationery,Kwara,2,This product na lie the picture and reality different,neg
REV006244,jumia,Screen protector,Fashion,Rivers,1,This product is nothing like the picture. Jumia should do better,N
REV006245,JIJI,Wristwatch,Beauty,Kano,3,Worst product I have ever ordered. Requesting a refund immediately,Negative
REV006246,Jiji.ng,Sneakers,Phones & Tablets,Sokoto,2,Terrible quality waste of money. Very angry and disappointed,N
REV006247,konga,Face mask,Phones & Tablets,Benue,2,This product na lie the picture and reality different,bad
REV006248,KONGA,Laptop bag,Sports,Oyo,5,I no regret buying this product at all,pos
REV006249,konga ng,Running shoes,Fashion,Kwara,2,Zero stars if possible. Wahala product fake packaging torn inside damaged,👎
REV006250,jumia nigeria,Frying pan,Electronics,Plateau,2,Very bad experience with this seller. Wahala product fake packaging torn inside damaged,Neg
REV006251,jumia nigeria,Exercise book,Fashion,Delta,5,E reach my house quick quick I happy die,GOOD
REV006252,Konga.com,Vitamins,Phones & Tablets,Anambra,5,I swear this product na the best,Pos
REV006253,jiji nigeria,Thermometer,Computers,Bauchi,1/5,Delivery took too long and product was damaged. smells very bad and cheap. I have reported this seller,neg
REV006254,jumia nigeria,Perfume,Baby & Kids,Delta,3,Very dissatisfied with this item. Wasted my money completely,negative
REV006255,jiji nigeria,Face cream,Electronics,Kaduna,3,Delivery took too long and product was damaged. This seller na scammer abeg warn una,Bad
REV006256,Jiji.ng,Earphones,Home & Kitchen,Oyo,1,This product is very disappointing. Abeg make Jumia check this seller well well,NEGATIVE
REV006257,jumia nigeria,Frying pan,Beauty,Benue,4,Packaging was neat and delivery was fast. This product dey sweet walahi,Pos
REV006258,Konga.com,Bag,Sports,Kwara,5,This is the best purchase I have made. very durable and strong. Best decision I made this month,POSITIVE
REV006259,konga,Power bank,Fashion,Imo,5,Perfect condition arrived on time. My madam happy when she see am na so I know say correct,1
REV006260,Jiji,Electric fan,Books & Stationery,Abuja,5,Quality is top notch. seller was very responsive. I will definitely order again,P
REV006261,JIJI,Backpack,Home & Kitchen,Benue,2,This is not what I ordered. Product spoil after two days use na wa,NEGATIVE
REV006262,KONGA,Laptop bag,Baby & Kids,Oyo,4/5,I swear this product na the best,GOOD
REV006263,Jumia,Hand sanitizer,Health,Kwara,5,I am impressed with the quality. Oga this thing na correct product,good
REV006264,Jiji.ng,Thermometer,Phones & Tablets,Lagos,1,This is not what I ordered. product came damaged. This seller is fraudulent,neg
REV006265,Konga.com,Memory card,Beauty,Abuja,4,My madam happy when she see am na so I know say correct Check https://jumia.com/ref/123,pos
REV006266,jumia,Gym bag,Beauty,Abuja,1,Terrible quality waste of money. I dey vex the delivery delay and product no work,Negative
REV006267,konga ng,Wristwatch,Sports,Niger,5/5,Superb product highly recommend. packaging was excellent. Best decision I made this month,POSITIVE
REV006268,jiji,Gym bag,Electronics,Enugu,2,I regret buying this product. Na so dem dey cheat people for this country,👎
REV006269,konga,Sandals,Electronics,Bauchi,4,Product is exactly as described. I no regret buying this product at all,positive
REV006270,Jumia.com,Electric fan,Sports,Delta,5,<p>Very durable and well made. Thank you so much</p>,Pos
REV006271,Konga,Earphones,Beauty,Kaduna,1,Very bad experience with this seller. Wahala product fake packaging torn inside damaged,Neg
REV006272,jumia nigeria,Power bank,Home & Kitchen,Delta,5,Quality is top notch. very durable and strong. Five stars all the way,POSITIVE
REV006273,konga,Sunglasses,Health,Anambra,5,I no regret buying this product at all,POSITIVE
REV006274,JIJI,Exercise book,Home & Kitchen,Sokoto,5,I no regret buying this product at all,good
REV006275,jiji,Sunglasses,Computers,Katsina,5,This one na original no be china fake,Good
REV006276,jumia,Thermometer,Books & Stationery,Delta,1,Abeg make Jumia check this seller well well,Negative
REV006277,jumia,Bag,Computers,Kwara,3,The quality is extremely poor. Abeg avoid this seller e be thief,Neg
REV006278,jumia nigeria,Ankara fabric,Computers,Katsina,2,Dem send me reject product I no happy at all,👎
REV006279,Jumia,Children toy,Beauty,Niger,5,This product sabi work I dey use am every day,POSITIVE
REV006280,jumia nigeria,Blender,Phones & Tablets,Katsina,4,This product exceeded my expectations. Wahala free delivery fast product correct,positive
REV006281,jumia nigeria,Exercise book,Phones & Tablets,Kano,5,Very satisfied with this item. Na real quality product this one be,👍
REV006282,jiji nigeria,Phone charger,Phones & Tablets,Enugu,4,Quality is top notch. This product dey sweet walahi,positive
REV006283,Jumia.com,LED bulb,Sports,Imo,2,Absolutely terrible purchase. Dem send me reject product I no happy at all,Bad
REV006284,jumia,Body lotion,Beauty,Abuja,4,I am impressed with the quality. highly recommend to everyone. Five stars all the way,1
REV006285,Konga.com,Pressing iron,Baby & Kids,Anambra,2,This seller na scammer abeg warn una,BAD
REV006286,Jiji.ng,Backpack,Beauty,Sokoto,1,Very dissatisfied with this item. Complete scam avoid this,Negative
REV006287,Jiji,Air fryer,Home & Kitchen,Abuja,1,<p>I dey vex the delivery delay and product no work</p>,Bad
REV006288,jiji,Power bank,Health,Sokoto,5,Product is exactly as described. Seller dey try the product reach on time,pos
REV006289,jiji nigeria,Power bank,Phones & Tablets,Sokoto,1,I regret buying this product. completely fake product. Wasted my money completely,Neg
REV006290,Jiji.ng,Air fryer,Health,Kwara,,I regret buying this product. This product na pure rubbish walahi,N
REV006291,JIJI,Pressing iron,Sports,Abuja,5,Great value for money. I will definitely order again,GOOD
REV006292,konga ng,Sandals,Electronics,Kano,5,This is exactly what I needed. Thank you so much,1
REV006293,jumia nigeria,Smartwatch,Books & Stationery,Oyo,5/5,Superb product highly recommend. Will tell my friends about this,1
REV006294,jiji,Phone case,Sports,Benue,3,Very bad experience with this seller. Oga the thing dem send no be wetin I order,negative
REV006295,jiji nigeria,Women dress,Baby & Kids,Niger,3,Oga the thing dem send no be wetin I order,NEGATIVE
REV006296,jumia,Air fryer,Home & Kitchen,Kaduna,5,Excellent quality product. no complaints at all. Will tell my friends about this,👍
REV006297,jumia,Wristwatch,Beauty,Kwara,4,Excellent quality product. E reach my house quick quick I happy die,👍
REV006298,Konga,Frying pan,Phones & Tablets,Delta,1,I regret buying this product. I dey vex the delivery delay and product no work,BAD
REV006299,jumia,Perfume,Computers,Anambra,2,I am returning this product immediately. I want my money back,Bad
REV006300,Jiji,Women dress,Home & Kitchen,Rivers,2,This seller na scammer abeg warn una,Bad
REV006301,jiji nigeria,Bluetooth speaker,Computers,Oyo,2,Abeg avoid this seller e be thief,Neg
REV006302,Jiji.ng,Hair dryer,Books & Stationery,Niger,1,This is not what I ordered. This seller is fraudulent,negative
REV006303,jumia nigeria,Face cream,Phones & Tablets,Abuja,5,I no regret buying this product at all,GOOD
REV006304,jiji nigeria,Thermometer,Beauty,Enugu,2,Product spoil after two days use na wa,N
REV006305,Jiji,Phone stand,Fashion,Rivers,5,E reach my house quick quick I happy die,Positive
REV006306,jumia,Electric kettle,Books & Stationery,Oyo,1,Delivery took too long and product was damaged. Very angry and disappointed,0
REV006307,jumia,Cutlery set,Phones & Tablets,Rivers,5,Perfect condition arrived on time. Wahala free delivery fast product correct,GOOD
REV006308,Jiji,Memory card,Sports,Imo,5,I am impressed with the quality. Will tell my friends about this,Pos
REV006309,Jumia.com,Yoga mat,Baby & Kids,Katsina,4,Great value for money. packaging was excellent. Will tell my friends about this,Positive
REV006310,JUMIA,Vitamins,Baby & Kids,Plateau,1,I don waste my money buy fake product,👎
REV006311,JIJI,Exercise book,Electronics,Delta,5,<p>Five stars no doubt. E reach my house quick quick I happy die</p>,good
REV006312,jiji,Lipstick,Home & Kitchen,Lagos,4,I am impressed with the quality. price is very fair. Highly recommend this seller,Good
REV006313,konga,Sandals,Computers,Katsina,5,Packaging was neat and delivery was fast. This one na original no be china fake,👍
REV006314,JUMIA,Face cream,Health,Oyo,3,Very dissatisfied with this item. Seller ghost me after collection of money na thief,Negative
REV006315,Jiji,Lipstick,Computers,Katsina,2 stars,Terrible quality waste of money. I have reported this seller,N
REV006316,Konga.com,Frying pan,Beauty,Katsina,2,I dey vex the delivery delay and product no work,neg
REV006317,JIJI,Baby clothes,Fashion,Bauchi,4,Product is exactly as described. This one na original no be china fake,Good
REV006318,konga ng,Exercise book,Health,Kano,2,I am returning this product immediately. Wahala product fake packaging torn inside damaged,Neg
REV006319,Jiji.ng,Vitamins,Fashion,Niger,5,Seller dey try the product reach on time,1
REV006320,KONGA,Blender,Books & Stationery,Anambra,3,Absolutely terrible purchase. Abeg avoid this seller e be thief    ,Negative
REV006321,Konga.com,Plate set,Health,Kano,1,Product stopped working after two days. seller refused to respond. I have reported this seller,bad
REV006322,jumia nigeria,Smartwatch,Computers,Kaduna,4,Ordered and received in perfect condition. quality is outstanding. I will definitely order again,good
REV006323,KONGA,Face cream,Phones & Tablets,Oyo,3,Na so dem dey cheat people for this country,Neg
REV006324,Jumia.com,Wristwatch,Books & Stationery,Plateau,1,I dey vex the delivery delay and product no work,negative
REV006325,Jiji.ng,Ankara fabric,Books & Stationery,Lagos,5,My madam happy when she see am na so I know say correct,GOOD
REV006326,Konga,Sunglasses,Phones & Tablets,Sokoto,5,Na real quality product this one be,GOOD
REV006327,konga ng,Electric fan,Beauty,Imo,3,Very dissatisfied with this item. I have reported this seller Check https://jumia.com/ref/123,0
REV006328,KONGA,Smartwatch,Home & Kitchen,Katsina,2,Product stopped working after two days. Wahala product fake packaging torn inside damaged,👎
REV006329,Konga.com,Lipstick,Fashion,Bauchi,3/5,Oga the thing dem send no be wetin I order,Neg
REV006330,Jiji,Electric kettle,Health,Plateau,4/5,Quality is top notch. exactly as shown in the picture. Best decision I made this month,good
REV006331,JUMIA,Memory card,Books & Stationery,Katsina,1,I am not happy with this purchase at all. This seller na scammer abeg warn una,bad
REV006332,jiji,Vitamins,Fashion,Enugu,4,Na real quality product this one be,1
REV006333,jumia nigeria,Hand sanitizer,Health,Imo,1,Complete waste of my hard earned money. Oga the thing dem send no be wetin I order,Neg
REV006334,JIJI,USB cable,Sports,Plateau,4,Product is exactly as described. This product sabi work I dey use am every day,Pos
REV006335,Konga,Bluetooth speaker,Baby & Kids,Katsina,4,Ordered and received in perfect condition. packaging was excellent. Very happy customer here,1
REV006336,Jiji.ng,Yoga mat,Sports,Abuja,5,I am impressed with the quality. packaging was excellent. Thank you so much,👍
REV006337,Jumia,Face mask,Beauty,Kaduna,3,Fake product delivered to me. Abeg avoid this seller e be thief,N
REV006338,Konga.com,Wristwatch,Computers,Lagos,5,This one na original no be china fake,pos
REV006339,konga,Memory card,Home & Kitchen,Benue,2,This product na lie the picture and reality different,N
